fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.9,0.224207184,-1,35,40,0.883803404,-0.888380815,AB,1882,4912.751525,5161.85155,5636.356279,0,3,CA,74,1,BB,1,1,28,0,200,0,INTERNET,4.43878215,windows,1,1,0,2
0,0.8,0.296841115,95,36,30,9.287775978,25.45466114,AA,1713,1019.047944,6880.203148,5148.504351,880,8,CA,182,0,BA,0,1,10,0,1500,0,INTERNET,7.233020634,other,1,1,0,2
0,0.8,0.890329045,257,182,20,0.024087776,49.24340224,AA,1753,7804.039396,5303.650463,5068.255275,1,13,CE,40,1,BC,0,1,16,0,200,0,INTERNET,9.527880636,linux,0,1,0,2
0,0.8,0.228921312,-1,43,40,0.00701733,30.81418575,AA,804,11350.74438,6713.579761,5430.132968,16,6,CA,44,1,BC,0,1,1,0,200,0,INTERNET,5.843773846,linux,1,1,0,2
0,0.1,0.862723514,-1,19,30,0.004594538,-1.306951169,AC,2176,4794.406927,4213.550227,5168.57206,0,12,CF,126,1,BB,0,1,-1,0,500,0,INTERNET,13.8447784,linux,1,1,0,2
0,0.2,0.088705644,30,10,50,0.015058742,102.3755835,AB,708,2354.408795,5396.855356,5130.210521,658,7,CA,126,0,BC,0,1,1,0,200,0,INTERNET,2.819972505,windows,0,1,0,2
0,0.6,0.458259662,10,19,40,0.016965371,-1.347859819,AB,1100,6650.301796,4960.827713,5526.172969,16,11,CE,130,1,BB,0,1,16,0,200,0,INTERNET,8.93396481,linux,1,1,0,2
0,0.9,0.393353224,26,3,30,0.017929932,-1.260014528,AB,1901,4813.581345,4561.964516,5255.311604,1989,11,CA,115,0,BC,0,1,28,0,200,0,INTERNET,4.824764226,linux,1,1,0,2
0,0.7,0.145648754,-1,93,40,0.009587618,-0.515279875,AC,1658,4380.310543,4722.156671,5203.812402,0,9,CA,216,0,BA,0,1,-1,0,1500,0,INTERNET,8.81806712,other,0,1,0,2
0,0.1,0.168967739,11,3,30,0.010093003,-0.388911238,AB,875,3708.300588,7923.792834,5590.318495,0,3,CA,129,1,BC,0,1,-1,0,990,0,INTERNET,15.41886144,windows,0,1,0,2
0,0.3,0.889245471,30,5,20,0.003696815,-0.763523691,AB,1388,1012.968869,3899.517278,5195.228135,612,11,CA,230,0,BB,0,1,28,0,1000,0,INTERNET,4.191929432,linux,1,1,0,2
0,0.7,0.827938381,-1,107,40,0.004420296,-0.138592663,AB,878,6577.536946,4826.833579,5493.88167,35,5,CA,28,1,BC,1,1,26,0,1000,0,INTERNET,9.474823614,linux,0,2,0,2
0,0.1,0.886979755,-1,23,30,0.009929978,-0.312216466,AC,1478,10173.59017,7603.709037,5725.230057,1,13,CD,100,1,BB,0,1,-1,1,200,0,INTERNET,5.486147018,other,1,1,0,2
0,0.3,0.859125574,-1,208,40,0.014151997,5.876308273,AA,598,8708.388814,5389.12961,5224.895419,1292,5,CA,161,0,BB,1,1,11,0,500,0,INTERNET,8.45946182,windows,0,1,0,2
0,0.8,0.838895968,-1,15,30,20.16503398,95.90976776,AA,5550,13795.21742,8024.566241,5701.52846,2,13,CA,41,0,BC,0,1,3,0,1000,0,INTERNET,11.67118008,windows,1,1,0,2
0,0.1,0.59840337,13,13,20,70.11933098,-1.127465732,AD,586,8835.029917,5040.888735,5226.852822,1,9,CA,70,1,BE,0,1,-1,0,200,0,INTERNET,6.032119871,windows,1,1,0,2
0,0.1,0.949458502,-1,99,50,0.003754527,-1.373556379,AB,2851,3788.285912,5641.554342,5126.608384,11,3,CC,73,0,BB,0,1,-1,0,200,0,INTERNET,30.41091028,windows,1,1,0,2
0,0.1,0.895847828,135,372,20,0.012218748,-1.075040646,AC,2085,9490.896508,6035.645189,6795.965061,1700,15,CA,115,0,BE,0,0,-1,0,200,0,INTERNET,7.089085426,other,1,1,0,2
0,0.1,0.475934365,-1,93,50,0.034514603,-1.286675806,AC,3295,417.1152583,4965.663554,4900.697661,1,2,CC,121,0,BA,0,0,-1,0,200,0,INTERNET,6.909853193,linux,0,1,0,2
0,0.3,0.315964362,-1,87,30,0.011204389,-0.833533769,AC,2684,5775.293003,4684.136878,5592.116279,13,13,CA,149,0,BE,0,1,-1,1,200,0,INTERNET,21.37187565,linux,0,1,0,2
0,0.2,0.688327305,-1,24,50,0.039338197,-0.375912728,AB,1036,6555.102733,4954.878768,5116.12761,12,13,CB,91,1,BB,1,1,15,0,200,0,INTERNET,8.89555617,windows,1,1,0,2
0,0.8,0.825916629,16,44,20,0.019882844,-0.221152622,AB,451,5994.686149,3634.851556,5843.045511,15,15,CA,153,0,BC,1,1,10,1,200,0,INTERNET,2.368416935,linux,1,1,0,2
0,0.3,0.343877255,30,5,30,0.009429038,-1.132701007,AD,2528,7037.99357,5386.808237,5729.211479,6,11,CD,16,0,BC,0,1,28,0,200,0,INTERNET,15.15930995,windows,1,1,0,2
0,0.9,0.744725411,-1,154,20,0.030294591,-1.103882145,AB,1282,3978.636194,5728.889318,5519.019507,5,12,CA,178,1,BA,1,1,28,0,1500,0,INTERNET,4.250326825,linux,0,1,0,2
0,0.1,0.609141709,-1,152,30,0.028801859,-0.758605809,AB,856,7741.679095,5656.547443,5560.072149,15,15,CA,270,1,BB,1,1,28,1,1000,1,INTERNET,13.08308623,windows,1,1,0,2
0,0.1,0.642740341,102,2,20,0.005336681,-1.463998885,AC,1595,14989.37895,4394.083212,5577.024861,0,16,CF,162,0,BB,0,1,-1,0,200,0,INTERNET,3.951548454,other,1,1,0,2
0,0.9,0.546646349,-1,86,10,0.003623537,-0.967204565,AA,2802,5966.293722,5783.471005,5176.715213,1,12,CE,70,1,BE,0,1,28,0,200,0,INTERNET,9.928131259,macintosh,0,2,0,2
0,0.6,0.878374241,-1,293,20,0.0112413,36.3312542,AA,1315,8561.967504,5073.770906,4912.68049,10,5,CA,84,1,BC,0,1,6,0,200,0,INTERNET,19.17922414,windows,0,1,0,2
0,0.7,0.230469083,-1,18,30,0.004292272,-1.648046104,AC,2697,5088.603222,4638.110246,5651.809596,1,21,CA,128,1,BC,0,1,-1,0,200,0,INTERNET,10.25813696,windows,1,1,0,2
0,0.4,0.917489335,-1,90,40,0.021720343,-1.368194127,AC,1690,4328.904097,3567.144202,5208.01059,0,3,CA,134,1,BC,0,1,-1,0,500,0,INTERNET,6.518747941,linux,1,1,0,2
0,0.8,0.880739993,100,8,40,0.02745291,-0.433148218,AB,506,8805.260217,5117.145282,5111.44899,2,6,CA,266,1,BC,0,1,1,0,1500,0,INTERNET,6.891810616,windows,1,1,0,2
0,0.9,0.872167557,104,4,30,0.008985542,-1.116301295,AC,3043,12121.62084,7462.402084,5342.892195,1,18,CA,245,1,BC,1,1,28,0,1500,0,INTERNET,6.53284977,windows,1,1,0,2
0,0.8,0.706547492,-1,36,20,0.004142058,-0.860965517,AD,785,5463.514068,4563.597154,5522.563757,1958,11,CA,124,1,BC,0,0,25,1,500,0,INTERNET,5.405655944,other,0,1,0,2
0,0.9,0.784528942,-1,169,40,0.002780382,-0.310268964,AC,803,4208.282847,3498.699963,5315.226124,0,11,CA,180,1,BB,1,0,-1,0,1500,0,INTERNET,7.637672513,windows,0,1,0,2
0,0.9,0.692248469,-1,32,30,0.004228861,-0.477615641,AD,1720,8841.028652,6987.096559,5773.428622,1,13,CA,113,1,BE,0,1,1,0,200,0,INTERNET,4.931990757,other,0,1,0,2
0,0.9,0.437333909,-1,75,20,0.022041152,-1.075391002,AC,2944,4674.096492,3965.208691,5135.83101,0,20,CA,28,1,BB,0,1,-1,0,200,0,INTERNET,6.765603053,linux,1,1,0,2
0,0.9,0.847836891,29,2,20,0.009208266,-0.905957609,AB,699,9852.710823,6000.085196,5652.520104,9,11,CA,270,0,BC,0,1,31,0,1000,0,INTERNET,5.923652693,windows,1,1,0,2
0,0.8,0.734327384,-1,29,50,0.010457934,-0.876777734,AC,1092,5672.181548,5223.181913,5562.595188,1,6,CA,66,0,BC,1,1,-1,0,200,0,INTERNET,23.79460422,linux,1,2,0,2
0,0.6,0.913005524,-1,123,30,0.007707236,-1.149392607,AD,1074,1100.519654,3160.791972,5630.906594,1448,9,CE,-70,0,BC,1,1,15,0,200,0,INTERNET,1.904031026,other,1,1,0,2
0,0.2,0.687136603,-1,288,40,0.015905744,-0.510514823,AB,1118,2534.165756,4638.816906,5424.839373,12,15,CA,200,0,BB,1,1,30,1,1500,0,INTERNET,14.78079289,windows,0,1,0,2
0,0.9,0.436140677,-1,1,30,0.028683874,30.07940118,AB,2316,3439.317868,6238.808098,3172.779875,1732,12,CG,198,0,BB,0,1,30,1,500,0,INTERNET,4.05873836,other,0,1,0,2
0,0.4,0.287430964,-1,35,20,0.023707199,6.730221865,AA,1103,2469.977762,5067.319053,5602.239534,41,18,CA,143,1,BB,0,1,21,0,500,0,INTERNET,5.34240347,linux,0,1,0,2
0,0.8,0.493086335,-1,67,30,0.000995154,-1.168397109,AB,2978,1196.334229,4084.743411,5670.761009,2,14,CA,67,1,BC,0,1,27,0,200,0,INTERNET,2.535960588,linux,1,1,0,2
0,0.9,0.7359351,53,9,20,0.009053583,-1.616257949,AD,1540,989.8389752,3790.542074,4926.512826,14,13,CA,208,1,BC,0,1,1,0,1500,0,INTERNET,14.30512856,linux,0,1,0,2
0,0.5,0.271009201,-1,23,30,14.29759723,-1.128068244,AC,848,4912.733939,6658.144324,5665.506425,1,9,CA,77,1,BC,0,1,-1,0,200,0,INTERNET,4.041225923,linux,1,1,0,2
0,0.2,0.012538304,47,8,30,70.4057246,12.37059295,AA,2905,9559.210108,5394.598684,5116.915279,2,12,CA,43,1,BC,0,1,3,0,200,0,INTERNET,2.238971295,other,0,1,0,2
0,0.4,0.296176246,-1,32,30,70.94728666,-0.168206594,AC,687,1821.111121,3052.969056,5493.291204,0,12,CA,221,0,BC,0,1,-1,0,200,0,INTERNET,2.418851341,linux,1,1,0,2
0,0.8,0.121444192,-1,41,30,2.515279555,-0.680685057,AB,843,8463.914338,6222.957509,5617.509432,1842,11,CB,46,1,BC,1,1,21,0,200,0,INTERNET,21.70984864,other,0,2,0,2
0,0.9,0.322467313,-1,33,20,0.002406914,-1.297380274,AC,1052,8352.232255,4381.074134,5525.539514,0,20,CD,138,1,BC,1,0,-1,1,200,0,INTERNET,6.366251512,windows,1,1,0,2
0,0.4,0.784999497,-1,74,20,0.011577995,48.98088737,AA,737,7423.471235,5130.131047,5096.284097,252,13,CA,75,1,BE,0,1,21,0,1000,0,INTERNET,5.321849629,other,0,1,0,2
0,0.8,0.998596481,91,178,50,0.001452614,-0.8356328,AB,780,4116.313561,4609.527499,5113.91029,40,4,CC,140,0,BB,0,1,20,1,200,0,INTERNET,2.885438676,other,0,0,0,2
0,0.8,0.261041467,-1,52,20,0.015076546,-1.634086058,AB,1547,1264.398171,3530.593526,5638.106965,11,17,CA,184,0,BB,0,1,1,0,1500,0,INTERNET,12.94696065,linux,1,1,0,2
0,0.1,0.88166708,-1,225,20,0.021681151,-0.568623634,AD,1148,5234.126338,4386.201175,5678.052286,19,7,CA,28,0,BE,0,1,30,0,200,0,INTERNET,2.061253173,linux,1,1,0,2
0,0.7,0.770219438,-1,62,40,0.015347318,53.43747548,AA,1751,4990.493377,5084.040165,5681.597777,1510,12,CA,27,1,BB,0,1,15,0,200,0,INTERNET,3.964925067,windows,0,1,0,2
0,0.9,0.530619981,-1,68,20,2.03E-05,40.07137668,AD,1366,12846.59808,8424.18289,5597.316302,12,15,CA,99,0,BE,0,1,30,0,500,0,INTERNET,0.345752806,other,1,1,0,2
0,0.8,0.498511864,-1,71,30,0.011697542,42.44169203,AA,1382,8980.119963,8007.634929,5502.924373,7,5,CA,110,0,BE,0,1,28,1,200,0,INTERNET,3.864945942,other,1,1,0,2
0,0.2,0.864423887,-1,62,20,0.009883573,-0.96326862,AB,2681,4911.87158,4283.112109,5569.363151,1,22,CD,107,0,BB,1,1,1,0,200,0,INTERNET,6.924053594,linux,1,1,0,2
0,0.5,0.901233373,-1,49,50,0.014690358,-0.777903544,AB,1157,3474.723402,6866.604991,5310.109,7,8,CA,127,1,BA,0,1,15,0,1500,0,INTERNET,5.995004572,windows,1,1,0,2
0,0.9,0.385335298,-1,56,30,0.00643521,49.88458498,AA,1772,12301.45167,5521.942018,5390.55165,10,2,CC,99,0,BC,0,1,21,1,200,0,INTERNET,15.0206718,linux,0,1,0,2
0,0.2,0.837362525,94,16,20,0.015270583,4.582539177,AA,1192,4083.434431,4332.618858,5171.091368,3,11,CA,193,1,BC,1,1,28,0,500,0,INTERNET,26.4174149,windows,0,1,0,2
0,0.5,0.935129154,-1,118,40,2.629543393,-0.403030412,AC,2457,1387.894921,3759.505673,5169.722581,0,6,CB,91,1,BC,0,0,-1,0,200,0,TELEAPP,2.76854177,other,0,1,0,2
0,0.7,0.663095201,-1,57,20,0.014689569,-0.389554025,AC,4678,7682.336912,4871.632585,5483.589079,0,14,CB,85,0,BC,0,1,-1,0,200,0,INTERNET,61.45414222,linux,0,1,0,2
0,0.2,0.642534357,-1,61,30,0.001765843,16.85908459,AA,1191,4422.717542,2818.436611,5570.279482,19,11,CA,4,1,BC,0,1,22,0,200,0,INTERNET,9.891292995,other,0,1,0,2
0,0.4,0.02140495,25,34,20,0.041092044,23.55247464,AA,1244,8919.815066,6726.982262,5224.574384,1,12,CA,88,0,BC,0,1,1,0,200,0,INTERNET,3.514503512,windows,1,1,0,2
0,0.6,0.519385234,-1,20,30,0.023376804,49.95237763,AA,2247,6278.020904,4234.70892,5584.626196,3,6,CA,99,1,BC,1,1,1,0,200,0,INTERNET,12.05566297,windows,0,2,0,2
0,0.2,0.371799261,-1,73,40,0.022104282,-1.173457982,AB,2857,1272.356886,4803.687994,5266.613669,0,3,CA,90,0,BB,0,1,31,0,200,0,INTERNET,6.294096413,linux,1,1,0,2
0,0.1,0.360692888,-1,39,30,0.008461292,-0.693191077,AC,1260,9607.988654,5693.070687,5558.565693,2,13,CA,43,1,BC,0,1,22,0,200,0,INTERNET,8.315365073,other,1,1,0,2
0,0.9,0.859372444,-1,26,40,0.007268634,10.21445558,AA,1142,5883.120513,3410.949294,5209.751693,18,13,CA,124,1,BD,0,1,28,1,200,0,INTERNET,4.685852964,linux,1,1,0,2
0,0.6,0.429111731,-1,50,30,0.007326613,-1.327770637,AC,1352,7320.73186,5434.926626,5584.491318,1,12,CF,88,1,BC,0,1,-1,0,200,0,INTERNET,10.76131189,linux,1,1,0,2
0,0.7,0.121230285,-1,70,50,0.006431226,-0.915348157,AB,1304,12156.01855,7268.321331,5372.968267,829,4,CA,86,0,BB,0,1,27,0,200,0,INTERNET,1.228260301,windows,1,1,0,2
0,0.2,0.744027393,28,7,30,0.026309583,-0.913959362,AB,1770,8332.438495,4606.43446,5101.152468,9,5,CA,66,0,BB,1,1,22,0,200,0,INTERNET,21.7187642,other,1,1,0,2
0,0.5,0.326826918,53,3,20,0.008564671,-0.417367703,AB,1779,1926.080334,2699.488718,4857.12809,13,15,CA,104,1,BC,0,1,28,0,500,0,INTERNET,4.267409997,linux,1,1,0,2
0,0.1,0.595453599,-1,56,30,20.61084883,-1.013520894,AC,2372,2977.648872,6574.559383,5599.940044,1,17,CA,77,0,BE,0,1,-1,0,200,0,INTERNET,9.384080852,other,1,1,0,2
0,0.9,0.900212063,-1,76,40,0.009517463,-0.96787843,AB,3037,2520.241602,5363.192652,5586.781865,647,15,CB,187,0,BE,1,1,30,0,1500,0,INTERNET,5.037368738,windows,1,1,0,2
0,0.5,0.792661099,-1,82,40,0.003868891,-1.36810571,AB,2000,1828.245175,4239.569453,5204.472803,17,5,CC,244,1,BB,0,1,15,0,1000,0,INTERNET,6.952827424,windows,1,1,0,2
0,0.1,0.126773464,-1,114,30,0.008401504,-1.536939717,AC,3498,5431.607502,4974.305531,5544.772964,1,14,CB,123,1,BC,1,1,-1,0,200,0,INTERNET,8.764381637,other,0,1,0,2
0,0.1,0.759231446,27,21,30,10.41043881,26.11276287,AA,1572,6648.214903,4933.893283,5134.355115,17,6,CA,133,1,BC,0,1,22,0,200,0,INTERNET,17.0005763,linux,1,1,0,2
0,0.8,0.07609678,-1,102,40,0.026585274,-1.317764538,AC,3077,13228.34766,7556.22904,5599.661443,2,12,CA,106,1,BA,0,1,-1,0,200,0,INTERNET,7.533560968,windows,0,1,0,2
0,0.4,0.932523745,-1,227,30,0.025465722,-0.879556858,AB,4343,9049.461752,7006.464972,5158.664853,623,7,CA,-37,1,BC,1,1,26,0,1500,0,INTERNET,6.746791273,linux,1,1,0,2
0,0.8,0.621576737,-1,145,40,0.004204684,-0.590057089,AB,1042,4642.942142,5452.191309,5064.742794,1472,7,CB,101,0,BC,0,1,15,0,200,0,INTERNET,3.027837964,other,0,1,0,2
0,0.5,0.170521293,-1,41,50,0.001930221,38.36363519,AA,1270,6303.615168,3707.134411,5105.503051,10,4,CD,99,1,BB,1,1,22,0,200,0,INTERNET,1.706728518,linux,1,1,0,2
0,0.7,0.86630946,-1,66,30,0.015477242,-0.855975792,AD,593,4252.205861,3769.098293,5671.459576,24,5,CA,104,0,BB,0,1,10,0,200,0,INTERNET,6.40794052,linux,0,1,0,2
0,0.9,0.650633543,-1,61,30,0.008471286,-1.058497287,AB,2529,991.8313967,3304.376319,5511.655781,21,12,CB,151,0,BC,0,1,15,0,500,1,INTERNET,5.180429603,windows,1,1,0,2
0,0.1,0.10601226,-1,48,20,2.685451282,-0.780917628,AC,1058,5784.981038,4970.103531,5115.382774,1,10,CA,65,0,BB,0,1,-1,0,200,0,INTERNET,6.95587134,windows,0,1,0,2
0,0.8,0.921867847,109,8,10,1.124751899,-0.704044409,AB,2131,6465.53831,3293.728715,5644.988913,26,8,CA,110,1,BB,0,1,21,0,200,0,INTERNET,6.050819245,linux,1,1,0,2
0,0.6,0.276862411,-1,69,30,0.011430961,-0.797538853,AC,2537,5717.930428,4833.26354,5705.93038,0,10,CA,157,1,BC,0,1,-1,0,1500,0,INTERNET,5.910062412,linux,1,1,0,2
0,0.5,0.150314262,53,2,30,1.207635884,-0.983471781,AB,1634,11741.89692,7268.423552,5632.69988,6,11,CA,208,1,BB,0,1,28,1,200,0,INTERNET,4.615627067,linux,1,1,0,2
0,0.5,0.734455775,23,14,20,0.006338815,-1.197041715,AB,628,12952.88581,5365.868491,5217.714948,42,12,CA,106,1,BC,0,1,1,0,200,0,INTERNET,2.314037534,windows,0,1,0,2
0,0.2,0.820651885,-1,31,30,0.004993529,104.4108829,AD,2027,7165.528092,5238.703084,5434.680944,0,10,CF,47,1,BC,0,1,29,0,1500,0,INTERNET,3.707686329,windows,1,1,0,2
0,0.2,0.613757606,109,8,40,0.009295736,-1.420538674,AB,275,5135.966328,7107.753433,5307.325556,692,5,CA,228,1,BB,0,0,-1,0,1000,0,INTERNET,20.11498551,windows,0,1,0,2
0,0.9,0.489342232,37,37,20,0.001670787,40.84742602,AA,1921,7856.304606,7015.827392,5407.989163,4,7,CB,109,0,BC,0,1,15,0,510,0,INTERNET,4.253912826,other,0,1,0,2
0,0.1,0.488659354,-1,12,30,0.026026106,-1.046192796,AC,1672,5946.773627,4924.457299,5484.873455,0,13,CA,21,1,BB,0,1,-1,0,200,0,INTERNET,5.75636374,linux,1,1,0,2
0,0.6,0.710235294,-1,105,50,0.008730991,38.6567556,AA,594,10626.7015,7269.347895,5602.355607,830,5,CB,130,0,BC,0,1,15,0,500,1,INTERNET,4.624498813,windows,0,1,0,2
0,0.8,0.737919292,31,8,40,0.016258867,-0.567149571,AB,970,5882.829199,5095.362455,5111.16835,9,9,CA,92,0,BC,1,1,28,0,200,0,INTERNET,4.753112436,windows,0,1,0,2
0,0.7,0.99451159,-1,54,40,0.006960837,20.35286784,AA,1779,6167.325326,4715.680077,4031.35549,817,5,CA,29,1,BB,1,1,1,1,200,0,INTERNET,3.492519083,linux,1,1,0,2
0,0.9,0.91526012,30,10,40,0.009185891,95.02055201,AA,743,8563.181973,6348.363261,5563.567072,1,4,CA,149,0,BB,1,1,15,0,200,0,INTERNET,7.70344414,linux,0,1,0,2
0,0.7,0.544749009,55,6,30,0.038888178,-0.230103679,AD,84,6763.535545,3103.889036,5579.004108,14,10,CF,154,1,BB,0,1,27,0,200,0,INTERNET,9.465357136,other,1,1,0,2
0,0.4,0.902347951,22,-1,20,0.006550369,-1.244620269,AB,1793,8529.739333,5530.412603,5090.928206,191,18,CA,99,1,BC,0,1,2,0,200,0,INTERNET,9.026049123,other,0,1,0,2
0,0.4,0.097363174,41,91,30,0.037288112,-0.551407786,AD,989,1271.948795,3505.522168,5228.762605,1782,12,CA,71,1,BA,1,0,28,0,200,0,INTERNET,0.844369261,windows,1,1,0,2
0,0.9,0.334814261,-1,36,20,0.010361242,-0.735889043,AC,1469,12302.14078,4562.285399,5676.834263,2,20,CA,99,1,BB,0,1,-1,0,200,0,INTERNET,4.056004602,windows,1,1,0,2
0,0.4,0.32053122,-1,372,30,0.005391376,-0.825049281,AC,1429,2674.374952,3481.794107,5212.728994,0,21,CA,185,0,BE,1,1,-1,0,1000,0,INTERNET,3.011870965,other,1,1,0,2
0,0.3,0.623454889,-1,109,40,0.020551416,-0.701857005,AC,1447,7734.642744,6061.577069,5141.708704,0,13,CA,97,0,BE,1,1,-1,0,200,0,INTERNET,2.825330489,other,1,1,0,2
0,0.8,0.633430147,-1,55,50,0.023962039,9.851901718,AA,1008,8336.465392,7330.331352,5139.305257,511,7,CB,171,0,BC,1,1,1,0,1500,0,INTERNET,3.345196739,other,1,1,0,2
0,0.1,0.832930599,-1,207,40,0.020275646,-0.259782874,AB,1911,5492.546631,7688.064019,4358.171883,1,5,CA,160,0,BB,1,1,5,0,500,0,INTERNET,5.271894419,windows,0,1,0,2
0,0.4,0.187317992,-1,45,50,0.043777588,-0.758529899,AB,1079,6780.931168,4229.551095,5218.152758,48,5,CA,42,1,BB,1,1,15,0,200,0,INTERNET,7.481889195,linux,1,1,0,2
0,0.7,0.998083238,31,21,40,0.029799192,-1.070807356,AB,856,8765.978317,7000.308269,5350.024067,19,3,CA,71,1,BA,1,0,1,0,200,0,INTERNET,4.316473484,windows,1,1,0,2
0,0.9,0.71525313,10,6,40,0.019906205,-0.585073203,AC,1473,3896.506125,6776.772101,3108.167747,0,6,CA,122,1,BC,0,1,-1,0,200,0,INTERNET,9.116970393,other,1,1,0,2
0,0.1,0.50591706,26,5,30,0.010271492,-1.799541399,AD,3444,7031.527427,4487.891196,5574.588455,11,13,CF,138,1,BC,0,1,15,0,500,0,INTERNET,11.7509308,linux,1,1,0,2
0,0.9,0.322918811,-1,84,40,0.008887587,-1.18932874,AD,3021,9671.25828,5782.029171,5423.873511,30,20,CA,80,0,BC,1,1,21,0,200,0,INTERNET,4.254121208,linux,1,1,0,2
0,0.1,0.611584762,11,33,20,10.53053871,-0.811662958,AC,4020,13288.10109,6128.476432,5631.901453,4,18,CA,112,1,BE,1,1,-1,1,200,0,INTERNET,3.506100418,other,1,1,0,2
0,0.4,0.803042313,-1,129,40,5.62E-05,38.33822409,AA,911,7520.415357,4302.867954,5500.39003,12,8,CA,184,0,BC,1,0,28,1,500,0,INTERNET,1.216980511,other,1,1,0,2
0,0.2,0.12103134,-1,33,20,0.017866837,-1.472785032,AB,3767,4318.015253,3904.962805,5116.817992,16,13,CA,47,1,BB,0,1,20,0,200,0,INTERNET,3.798052865,linux,0,1,0,2
